Level_Code,University,City,Course,Faculty,Int_Fees,Local_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_2,Prerequisite_3,Prerequisite_1_grade_1,Prerequisite_2_grade_2,Prerequisite_3_grade_3,Website,Course_Lang,Availability,Description,Career_Outcomes,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks
BA,Australian National University,Canberra,Bachelor of International Security Studies,Computer Science & Information Technology,"45,864.00",,AUD,Years,3,Years,Yes,No,ATAR,GPA,Equivalent ANU AQF Degree Level,70,5,,https://programsandcourses.anu.edu.au/2021/program/BINSS,English,A,"Do you see yourself shaping Australia's foreign policy decisions? Or working with elite international organisations like the United Nations or our top spy agencies? The Bachelor of International Security Studies can help you make your dream career a reality.When you study the Bachelor of International Security Studies you will delve deeply into the contemporary security threats facing nations, international organisations and businesses around the world – including the threat of military power, civil war, terrorism, cybercrime, environmental degradation and food security to name just a few. Read more about this degree on our website.","Identify and explain the key concepts, ideas and principal actors in international security. Evaluate the major theoretical frameworks for understanding the complexities of contemporary international security challenges. • Demonstrate a thorough knowledge of the historical and contemporary dimensions of international, internal and transnational security, especially in the Asia-Pacific region. Analyse the key challenges facing Australian security and defence policy in the ‘Asian Century’. Reflect critically on the principal factors that determine the security policies of Australia and the major Asia-Pacific powers Employ communication and presentation skills (oral, written and electronic) Demonstrate teamwork and interpersonal skills Exhibit the ability to write for both academic and professional audience",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
HONS,Australian National University,Canberra,Bachelor of International Security Studies (Honours),Computer Science & Information Technology,"45,864.00",,AUD,Years,1,Year,Yes,No,ATAR,GPA,Equivalent ANU AQF Degree Level,,5,,https://programsandcourses.anu.edu.au/2021/program/HINSS,English,A,"The International Security Studies program provides specialist training in the international, internal, and transnational security challenges currently facing the Asia-Pacific region. As an Honours student you will have access to the wealth of expertise in international security studies across the ANU and to the great holdings of the University and the National libraries. You will have expert supervisory guidance and research training in the College of Asia and the Pacific. With a Bachelor of International Security Studies (Honours) degree, you will acquire in-depth contextual knowledge and develop the research skills you need to move on to a higher research degree and/or professional employment.","Identify and explain the key concepts, ideas and principal actors in international security. Evaluate the major theoretical frameworks for understanding the complexities of contemporary international security challenges. • Demonstrate a thorough knowledge of the historical and contemporary dimensions of international, internal and transnational security, especially in the Asia-Pacific region. Analyse the key challenges facing Australian security and defence policy in the ‘Asian Century’. Reflect critically on the principal factors that determine the security policies of Australia and the major Asia-Pacific powers Employ communication and presentation skills (oral, written and electronic) Demonstrate teamwork and interpersonal skills Exhibit the ability to write for both academic and professional audience",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
BA,Australian National University,Canberra,Bachelor of International Security Studies (with Year in Asia),Computer Science & Information Technology,"45,864.00",,AUD,Years,4,Years,Yes,No,ATAR,GPA,Equivalent ANU AQF Degree Level,70,5,7,https://programsandcourses.anu.edu.au/2021/program/BINSY,English,A,"Do you see yourself shaping Australia's foreign policy decisions? Or working with elite international organisations like the United Nations or our top spy agencies? The Bachelor of International Security Studies can help you make your dream career a reality.When you study the Bachelor of International Security Studies you will delve deeply into the contemporary security threats facing nations, international organisations and businesses around the world – including the threat of military power, civil war, terrorism, cybercrime, environmental degradation and food security to name just a few. Read more about this degree on our website. The Bachelor of International Security Studies (with Year in Asia) is the perfect degree to establish yourself as a future leader in the Asian Century. You will combine study at ANU with one year at a university in an Asian location like Beijing, Tokyo, Seoul or Bangkok. Your Year in Asia will build on the strengths of your Bachelor degree. You will develop an advanced level of language proficiency and an exceptional capacity to understand the societies and cultures of our region. You will study with world-class teachers at ANU and then put your learning into practice on the ground in Asia.","Identify and explain the key concepts, ideas and principal actors in international security. Evaluate the major theoretical frameworks for understanding the complexities of contemporary international security challenges. Demonstrate a thorough knowledge of the historical and contemporary dimensions of international, internal and transnational security, especially in the Asia-Pacific region Analyse the key challenges facing Australian security and defence policy in the ‘Asian Century’ Reflect critically on the principal factors that determine the security policies of Australia and the major Asia-Pacific powers. Employ communication and presentation skills (oral, written and electronic). Demonstrate teamwork and interpersonal skills. Exhibit the ability to write for both academic and professional audience Communicate in the target language with fluency and spontaneity making it possible for the student to interact with native speakers in the target language with minimum strain for either party. Accurately understand and summarise the central ideas of texts on both concrete and abstract topics familiar to the student in the target language Confidently discuss abstract and concrete issues related to their disciplinary focus in an academic setting in the target language. Identify, critically analyse and discuss diverse issues relevant to one's study and life with their classmates and beyond in their target language",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
BA,Australian National University,Canberra,Bachelor of Languages,Language & Literature,"40,320.00",,AUD,Years,3,Years,Yes,No,ATAR,GPA,Equivalent ANU AQF Degree Level,70,5,,https://programsandcourses.anu.edu.au/2021/program/BLANG,English,A,"ANU offers an outstanding variety of programs for Australia's next generation of language leaders, with more languages offered than at any other university in Australia. The ANU Bachelor of Languages is a wonderful way to take advantage of that, through the study of two (or more) languages, in combination with other areas of interest.Your language education experience is designed to engage you with the structural, grammatical and idiomatic components of your chosen language or languages. This is further contextualised using cultural, social and historical concepts, issues and topics. You can start at beginning level, or at higher levels if you have past experience. Exciting opportunities exist for you to immerse yourself in your chosen language and culture through study abroad, and to combine your language study with a range of other areas.","communicate proficiently and confidently in at least one language identify the structure and uses of languages studied recognise and contrast the societies and cultures of the languages chosen, and their socio-historical context construct a global schema of the connections between the languages studied and their geographical, social and cultural origins recognise the importance and value of intercultural communication.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
HONS,Australian National University,Canberra,Bachelor of Languages (Honours),Language & Literature,"40,320.00",,AUD,Years,1,Year,Yes,No,ATAR,GPA,Equivalent ANU AQF Degree Level,70,5,,https://programsandcourses.anu.edu.au/2021/program/HLANG,English,A,"The Bachelor of Languages (Honours) degree exemplifies the ANU commitment to research-led education. Building on the Bachelor of Languages, it gives you high-level preparation for professional life or a higher degree by research through the development of an advanced knowledge of the research principles and methods and theoretical concepts of language studies, and through the design and implementation of a research project, an honours thesis, that leads to the development of new understandings or that provides solutions to complex problems.","pose a significant research question relating to language studies; investigate this question creatively, critically, ethically, and independently, including through sophisticated use of appropriate theory and methodology as appropriate to language studies, and place these investigations in the context of the relevant intellectual tradition; and communicate their research and its findings through an appropriate medium.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
BA,Australian National University,Canberra,Bachelor of Languages (with Year in Asia),Computer Science & Information Technology,"40,320.00",,AUD,Years,4,Years,Yes,No,ATAR,GPA,Equivalent ANU AQF Degree Level,70,5,7,https://programsandcourses.anu.edu.au/2021/program/BLANY,English,A,"ANU offers an outstanding variety of programs for Australia's next generation of language leaders, with more languages offered than at any other university in Australia. The ANU Bachelor of Languages is a wonderful way to take advantage of that, through the study of two (or more) languages, in combination with other areas of interest. Your language education experience is designed to engage you with the structural, grammatical and idiomatic components of your chosen language or languages. This is further contextualised using cultural, social and historical concepts, issues and topics. You can start at beginning level, or at higher levels if you have past experience. Exciting opportunities exist for you to immerse yourself in your chosen language and culture through study abroad, and to combine your language study with a range of other areas.   The Bachelor of Languages (with Year in Asia) is the perfect degree to establish yourself as a future leader in the Asian Century. You will combine study at ANU with one year at a university in an Asian location like Beijing, Tokyo, Seoul or Bangkok. Your Year in Asia will build on the strengths of your Bachelor degree. You will develop an advanced level of language proficiency and an exceptional capacity to understand the societies and cultures of our region. You will study with world-class teachers at ANU and then put your learning into practice on the ground in Asia.","Communicate proficiently and confidently in at least one language Identify the structure and uses of languages studied Recognise and contrast the societies and cultures of the languages chosen, and their socio-historical context Construct a global schema of the connections between the languages studied and their geographical, social and cultural origins Recognise the importance and value of intercultural communication. Communicate in the target language with fluency and spontaneity making it possible for the student to interact with native speakers in the target language with minimum strain for either party. Accurately understand and summarise the central ideas of texts on both concrete and abstract topics familiar to the student in the target language Confidently discuss abstract and concrete issues related to their disciplinary focus in an academic setting in the target language. Identify, critically analyse and discuss diverse issues relevant to one's study and life with their classmates and beyond in their target language",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
HONS,Australian National University,Canberra,Bachelor of Latin American Studies (Honours),Humanities and Social Science,"45,864.00",,AUD,Years,1,Year,Yes,No,ATAR,GPA,Equivalent ANU AQF Degree Level,70,5,7,https://programsandcourses.anu.edu.au/2021/program/HLAMS,English,A,"The Bachelor of Latin American Studies (Honours) degree exemplifies the ANU commitment to research-led education. Building on the Bachelor of Latin American Studies, it gives you high-level preparation for professional life or a higher degree by research through the development of an advanced knowledge of the research principles and methods and theoretical concepts of Latin American studies, and through the design and implementation of a research project, typically a 20,000 word thesis, that leads to the development of new understandings or that provides solutions to complex problems.","pose a significant research question relating to Latin American studies; investigate this question creatively, critically, ethically, and independently, including through sophisticated use of appropriate theory and methodology as appropriate to Latin American  studies, and place these investigations in the context of the relevant intellectual tradition; and communicate their research and its findings through an appropriate medium.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
HONS,Australian National University,Canberra,Bachelor of Laws (Honours),Law,"45,864.00",,AUD,Years,4,Years,Yes,No,ATAR,GPA,Equivalent ANU AQF Degree Level,70,5,,https://programsandcourses.anu.edu.au/2021/program/ALLB,English,A,"A Bachelor of Laws (Honours) degree provides candidates with a law degree that opens doors to a diverse range of professional careers in Australia and around the world. In addition to equipping you with an understanding of law and the contexts in which it operates, the LLB (Hons) places a significant emphasis on building your high-level research skills through opportunities to conduct independent legal research. Through the LLB (Hons), you will graduate with an honours-degree, giving you additional advantages in establishing your career or providing a strong foundation for postgraduate study. The program satisfies the academic component to be admitted as a legal practitioner in Australia.","review, analyse, consolidate and synthesise knowledge from primary and secondary legal sources to identify and provide solutions to complex legal and justice problems with some intellectual independence; demonstrate a broad understanding of law and theoretical understandings of law with advanced understanding of caselaw, legislation and extrinsic legislative material, government documents and academic commentary on law; exercise critical thinking and judgment in developing new understandings about the nature of law and the impact of law in society; use technical legal research skills, and interdisciplinary research skills, to access a range of legal materials and other research materials in literature databases and other online sources; use those technical skills to conduct research with some independence; and communicate research to a variety of legal and non-legal audiences and in a range of presentation and writing formats.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
BA,Australian National University,Canberra,Bachelor of Mathematical Sciences,Business & Commerce & Finance & Accounting,"48,384.00",,AUD,Years,3,Years,Yes,No,ATAR,GPA,Equivalent ANU AQF Degree Level,90,5,,https://programsandcourses.anu.edu.au/2021/program/BMASC,English,A,"At the core of all technological innovations is maths.If you’d like to master quantitative problem-solving, mathematical modelling and critical thinking, this is the degree for you.It is an elite, research-focused program for exceptional students at Australia’s highest-ranked university.Make your mark with maths at ANU: find out more about mathematical studies, the degree structure, the university experience, career opportunities and student stories on our website.Get the inside story on what it’s like to be an ANU student by visiting our student blog.This program is not available for Semester 2 commencement.","Think clearly, sequentially and logically, as demonstrated by the critical analysis of quantitative problems, such as the ability to read, understand and write mathematical proofs. Demonstrate mastery of the concepts and techniques of Advanced Mathematics Communicate concepts and results clearly and effectively both in writing and orally Systematically identify relevant theory and concepts, relate these to appropriate methodologies and evidence, and draw appropriate conclusions Engage in critical review of appropriate and relevant information sources Work and learn in both independent and collaborative ways with others to encompass diverse abilities and perspectives.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
HONS,Australian National University,Canberra,Bachelor of Mathematical Sciences (Honours),Business & Commerce & Finance & Accounting,"48,384.00",,AUD,Years,1,Year,Yes,No,ATAR,GPA,Equivalent ANU AQF Degree Level,,5,7,https://programsandcourses.anu.edu.au/2021/program/HMASC,English,A,"The Honours plan that will augment our newly established Bachelor of Mathematical Sciences will be an elite, research-focused program for exceptional students who want to pursue  A career based in the quantitative modelling of the real world;  A research oriented career in government, commerce or industry;  Or postgraduate research leading to a higher degree.","Plan and engage in an independent and sustained critical investigation of a chosen research topic to generate new knowledge in an area of mathematics. Systematically evaluate relevant theory and concepts in mathematics, relate these to appropriate methodologies and evidence, and draw appropriate conclusions. Demonstrate capacity for mathematical reasoning through analysing, proving, and explaining concepts from the chosen research area. Communicate and explain complex concepts clearly and effectively to a variety of audiences.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
BA,Australian National University,Canberra,Bachelor of Medical Science,Medical and Nursing,"53,928.00",,AUD,Years,3,Years,Yes,No,ATAR,GPA,Equivalent ANU AQF Degree Level,85,5,,https://programsandcourses.anu.edu.au/2021/program/BMEDS,English,A,"Follow in the footsteps of Nobel Prize winner Howard Florey and kick-start your career in medical research with the Bachelor of Medical Science.You’ll delve into genetics, immunology, nutrition, physiology, microbiology, biochemistry and anatomy to understand how the human body works.Learn directly from biomedical scientists and health professionals, who are working to develop new cancer vaccines or ground-breaking treatments for autoimmune diseases.Find out more about medical science, the degree structure, the university experience, career opportunities and student stories on our website.Get the inside story on what it’s like to be an ANU student by visiting our student blog.This program is not available for Semester 2 commencement.","Plan and engage in an independent and sustained critical investigation of a chosen research topic to generate new knowledge in an area of mathematics. Systematically evaluate relevant theory and concepts in mathematics, relate these to appropriate methodologies and evidence, and draw appropriate conclusions. Demonstrate capacity for mathematical reasoning through analysing, proving, and explaining concepts from the chosen research area. Communicate and explain complex concepts clearly and effectively to a variety of audiences.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
HONS,Australian National University,Canberra,Bachelor of Medical Science (Honours),Medical and Nursing,"53,928.00",,AUD,Years,1,Year,Yes,No,ATAR,GPA,Equivalent ANU AQF Degree Level,,5,7,https://programsandcourses.anu.edu.au/2021/program/HMEDS,English,A,"The Bachelor of Medical Science (Honours) degree exemplifies a commitment to research-led education. Building on the Bachelor of Medical Science, which brings together the disciplines of genetics, immunology, nutrition, physiology, microbiology, biochemistry and anatomy. Honours allows the exploration of research possibilities related to medical science from a diverse range of complementary disciplines including biology, neuroscience, chemistry and population health (to name just a few). It gives you preparation for professional life or a higher degree by research through the development of an advanced knowledge of the research principles and methods and theoretical concepts of your discipline, and through the design and implementation of a research project, which develops new understandings or provides solutions to complex problems. Honours Specialisations are available that mirror the teaching and research strengths at the ANU in science, medicine and health.","Plan and engage in an independent and sustained critical investigation of a chosen research topic to generate new knowledge. Systematically evaluate relevant theory and concepts, relate these to appropriate methodologies and evidence and draw appropriate conclusions. Analyse and interpret original research data with statistical or other evaluative processes where appropriate. Demonstrate sufficient mastery to understand and apply relevant experimental techniques and methods to collect original research data Communicate and justify complex concepts and results clearly and effectively to a variety of audiences.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
BA,Australian National University,Canberra,Bachelor of Middle Eastern and Central Asian Studies,Humanities and Social Science,"45,864.00",,AUD,Years,3,Years,Yes,No,ATAR,GPA,Equivalent ANU AQF Degree Level,70,5,,https://programsandcourses.anu.edu.au/2021/program/BMECA,English,A,"Immerse yourself in a remarkable and complex part of the world.The Middle East and Central Asia, predominately Muslim States and Societies, are rich in history, geographical wonders, political turmoil, and socio-cultural influence. The Middle East ranges from Turkey and Iran in West Asia to the Arab heartland as far as Morocco in North Africa. Central Asia is comprised of Afghanistan and the former Muslim republics of the Soviet.They are areas of constant domestic and international interest as events often unfold which have global relevance and significance.This program will take you through the topics, debates and developments in the Middle East and Central Asia. You will study the socio-cultural, political, historical and economic structures of these regions and develop a comprehensive knowledge of their relationship to global socio-cultural, political and economic trends.To fully engage with the history and culture of the regions, you can also study a Middle Eastern or Central Asian language. There is also the opportunity to undertake a highly competitive research project through the Australian National Internships Program (ANIP).","Understand and evaluate historical and current events and developments that have shaped the Middle East and Central Asia, Identify and critique the contemporary socio-cultural and political systems of the Middle East and Central Asia, Analyse current debates relating to regional cooperation and unity in the context of tensions in traditions, Analyse the global significance of events and developments in the Middle East and Central Asia, and Communicate in a Middle Eastern or Central Asian language.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
HONS,Australian National University,Canberra,Bachelor of Middle Eastern and Central Asian Studies (Honours),Humanities and Social Science,"45,864.00",,AUD,Years,1,Year,Yes,No,ATAR,GPA,Equivalent ANU AQF Degree Level,70,5,7,https://programsandcourses.anu.edu.au/2021/program/HMECA,English,A,"The Bachelor of Middle Eastern and Central Asian Studies (Honours) degree exemplifies the ANU commitment to research-led education. Building on the Bachelor of  Middle Eastern and Central Asian Studies, it gives you high-level preparation for professional life or a higher degree by research through the development of an advanced knowledge of the research principles and methods and theoretical concepts of Middle Eastern and Central Asian studies, and through the design and implementation of a research project, typically a 20,000 word thesis, that leads to the development of new understandings or that provides solutions to complex problems.","pose a significant research question relating to Middle Eastern and Central Asian studies; investigate this question creatively, critically, ethically, and independently, including through sophisticated use of appropriate theory and methodology as appropriate to Middle Eastern and Central Asian studies, and place these investigations in the context of the relevant intellectual tradition; and communicate their research and its findings through an appropriate medium.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
BA,Australian National University,Canberra,Bachelor of Music,Creative Arts & Design & Music,"40,320.00",,AUD,Years,3,Years,Yes,No,ATAR,GPA,Equivalent ANU AQF Degree Level,70,5,,https://programsandcourses.anu.edu.au/2021/program/BMUSI,English,A,"The ANU Bachelor of Music nurtures outstanding musical artistry through the intersection of performance, composition and technology. We believe that discovery lies at the heart of both creativity and excellence. We foster artistry through offering a diversity of musical experiences in an environment that encourages excellence, passion and entrepreneurship.Our program provides students with a unique 21st Century musical experience which includes classical, jazz and contemporary performance, multimedia composition and audio engineering and recording. Students can specialise in one or more of five majors: performance; composition for film and video games, composition, music technology; and musicology.","Understand the practices, languages, forms, materials, technologies and techniques of a broad range of musics; Demonstrate deep knowledge of and proficiency in one or more areas of musical performance, composition arranging and sound design, musicology, or music technology by applying specialist cognitive and technical skills; Evaluate and interpret musical ideas and concepts by engaging with relevant research of others, and thinking creatively, critically, ethically, and independently to solve research questions through words and/or creative practice such as performance or composition; Communicate ideas, problems and arguments to do with music and the arts, through words and/or creative practice such as performance or composition, clearly and coherently in modes suited to a range of audiences; and Work independently and collaboratively in response to authentic music project demands.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
HONS,Australian National University,Canberra,Bachelor of Music (Honours),Creative Arts & Design & Music,"40,320.00",,AUD,Years,1,Year,Yes,No,ATAR,GPA,Equivalent ANU AQF Degree Level,70,5,7,https://programsandcourses.anu.edu.au/2021/program/HMUSI,English,A,"The Bachelor of Music Honours is characterised by the concept of music—be it performance, composition, music technology, or musicology—as a research-led process that explores questions relevant to our understanding of what it means to be human and of who we are. The core of this program is a substantial piece of original research realised through either performance, composition, or a 20,000 word written document. A performance or composition will be explained verbally through a 5000-word exegesis that explores the creative act as a research process and explains the contribution to knowledge that the creative act makes.","pose a significant research question relating to music; investigate this question creatively, critically, ethically, and independently, including through sophisticated use of appropriate theory and methodology as appropriate to music, and place these investigations in the context of the relevant intellectual tradition; and communicate their research and its findings through an appropriate medium.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
BA,Australian National University,Canberra,Bachelor of Pacific Studies,Humanities and Social Science,"43,092.00",,AUD,Years,3,Years,Yes,No,ATAR,GPA,Equivalent ANU AQF Degree Level,70,5,,https://programsandcourses.anu.edu.au/2021/program/BPAST,English,A,"As Australia’s engagement with the Pacific increases, so too does the need for graduates with Pacific expertise. The Bachelor of Pacific Studies will provide you with a deep understanding of the diversity, history and contemporary issues of Oceania, so you can take a leading role in Pacific policy and development. You will also have the opportunity to engage in internship and immersion programs in Oceania, boosting your language skills and expertise in the region.","Critically apply theoretical frameworks and research techniques to understand the global significance of Oceania as a region of diverse societies, cultures and languages; Demonstrate an understanding of diverse disciplinary approaches and methods drawn from the humanities, social sciences and environmental studies, to synthesize knowledge about Oceania and its place in the    world; Demonstrate a nuanced understanding of the diversity of indigenous, popular culture, policy and scholarly perspectives on and within Oceania; Evaluate knowledge and ideas and debate issues using academic and other approaches addressing a variety of scholarly, policy and public audiences; Exercise critical thinking and judgement in identifying and solving problems individually as well as collaboratively.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
HONS,Australian National University,Canberra,Bachelor of Pacific Studies (Honours),Humanities and Social Science,"43,092.00",,AUD,Years,1,Year,Yes,No,ATAR,GPA,Equivalent ANU AQF Degree Level,70,5,7,https://programsandcourses.anu.edu.au/2021/program/HPAST,English,A,"The Bachelor of Pacific Studies (Honours) program is an opportunity for students interested in and dedicated to Pacific Studies to do independent research relating to the Pacific in one of the world's leading universities. As an Honours student you will have access to the wealth of Pacific Studies expertise across the ANU and to the great holdings of the University and the National libraries. You will have expert supervisory guidance and research training in the ANU College of Asia and the Pacific. With a Bachelor of Pacific Studies (Honours) degree, you will acquire in-depth contextual knowledge and develop the research skills you need to move on to a higher research degree and/or professional employment.","pose a significant research question relating to Pacific Studies; investigate this question creatively, critically, ethically, and independently, including through sophisticated use of appropriate theory and methodology as appropriate to the discipline, and place these investigations in the context of the relevant intellectual tradition; and communicate their research and its findings through an appropriate medium.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
HONS,Australian National University,Canberra,Bachelor of Philosophy (Honours) - Science,Humanities and Social Science,"48,384.00",,AUD,Years,4,Years,Yes,No,ATAR,GPA,Equivalent ANU AQF Degree Level,70,5,,https://programsandcourses.anu.edu.au/2021/program/APHSC,English,A,"Inspire your curious mind with the Bachelor of Philosophy (Honours).There’s no other degree like it in Australia. You’ll get to explore your interests by undertaking research as an undergraduate student, get one-on-one mentoring by leading academics… all while enjoying the camaraderie of a group of like-minded students.The research you’ll do throughout your degree is excellent preparation for your fourth, or Honours year of your PhB. You will undertake a year-long research project under the guidance of an academic supervisor. This is where you can really indulge your passion and explore a topic in detail.Find out more about the Bachelor of Philosophy, the degree structure, the university experience, career opportunities and student stories on our website.Get the inside story on what it’s like to be an ANU student by visiting our student blog.","Develop, apply, integrate and generate knowledge in educational and professional contexts: Develop and use a range of skills and methods to identify, analyse and respond to complex problems and issues; Identify and apply various research concepts, methodologies and methods Work and learn in both independent and collaborative ways with others to encompass diverse abilities and perspectives; Negotiate research projects considering their academic relevance, possible academic contributions, and ethical implications; Source and critically analyse research literature related to their topics of interest and research; Appraise concepts and arguments related to their topics of interest and research; Convey and relate professional and disciplinary information and ideas to diverse audiences in effective and appropriate ways; Develop high level project management skills as support for independent study; and Exercise personal, professional and social responsibility as a global citizen.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
HONS,Australian National University,Canberra,Bachelor of Philosophy (Honours) / Bachelor of Arts (Honours),Humanities and Social Science,,,AUD,Years,4,Years,Yes,No,ATAR,GPA,Equivalent ANU AQF Degree Level,99,5,,https://programsandcourses.anu.edu.au/2021/program/APNAN,English,A,,"Develop, apply, integrate and generate knowledge in educational and professional contexts: Develop and use a range of skills and methods to identify, analyse and respond to complex problems and issues; Identify and apply various research concepts, methodologies and methods Work and learn in both independent and collaborative ways with others to encompass diverse abilities and perspectives; Negotiate research projects considering their academic relevance, possible academic contributions, and ethical implications; Source and critically analyse research literature related to their topics of interest and research; Appraise concepts and arguments related to their topics of interest and research; Convey and relate professional and disciplinary information and ideas to diverse audiences in effective and appropriate ways; Develop high level project management skills as support for independent study; and Exercise personal, professional and social responsibility as a global citizen.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
HONS,Australian National University,Canberra,Bachelor of Philosophy (Honours) / Bachelor of Science (Honours) - ANU as home institution,Humanities and Social Science,"48,384.00",,AUD,Years,4,Years,Yes,No,ATAR,GPA,Equivalent ANU AQF Degree Level,70,5,,https://programsandcourses.anu.edu.au/2021/program/APNSC,English,A,"The PhB(Hons)/BSc(Hons) can be taken in three majors (Chemistry, Mathematics or Physics) and is offered as a joint single degree program by the National University of Singapore, NUS, and the Joint Colleges of Science, Health and Medicine at ANU. This highly selective program provides a challenging course of study for students who have a strong interest in and aptitude for graduate research work.Students are expected to acquire a strong foundation in critical analysis and depth in the principles of each subject. They are closely involved in undergraduate research with at least 25 per cent of their graduation requirements based upon independent research.This is a four-year, Honours only, research-based degree. You will spend three semesters in residence at your host university and will write your Honours thesis at your home university. If your institution of primary enrolment is the NUS, you spend the first three semesters there, your next three semesters at ANU and your final two semesters back at NUS.If you are primarily enrolled at ANU, you will spend the first two semesters at ANU, the next three semesters at the NUS and the last three semesters at ANU.The course of study in each major is indicated in the tables below. There is significant flexibility and you can tailor your program of study in consultation with an assigned academic mentor at your home institution, with approval from the relevant coordinator in both universities.Admission to this program is based on meeting the minimum selection rank requirement, submission of the Bachelor of Philosophy (Honours) supplementary form and the receipt of two referee reports in support of your application. For more information about this additional selection criteria see: https://www.anu.edu.au/study/apply/domestic-applications-anu-undergraduate/anu-undergraduate-additional-selection-criteria A quota can apply and interviews and school recommendations may also be used in the selection of students.","Develop, apply, integrate and generate scientific knowledge in educational and professional contexts; Develop and use a range of skills and methods to identify, analyse and respond to complex problems and issues; Identify and apply various research concepts, methodologies and methods Work and learn in both independent and collaborative ways with others to encompass diverse abilities and perspectives; Negotiate research projects considering their academic relevance, possible academic contributions, and ethical implications; Source and critically analyse research literature related to their topics of interest and research; Appraise concepts and arguments related to their topics of interest and research; Convey and relate professional and disciplinary information and ideas to diverse audiences in effective and appropriate ways; Develop high level project management skills as support for independent study; and Exercise personal, professional and social responsibility as a global citizen.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
